WLS_WRL_SYSID,POD_NUMBER,POD_SUBTYPE,POD_DIVERSION_TYPE,POD_STATUS,FILE_NUMBER,WELL_TAG_NUMBER,LICENCE_NUMBER,LICENCE_STATUS,LICENCE_STATUS_DATE,PRIORITY_DATE,EXPIRY_DATE,PURPOSE_USE_CODE,PURPOSE_USE,SOURCE_NAME,REDIVERSION_IND,QUANTITY,QUANTITY_UNITS,QUANTITY_FLAG,QUANTITY_FLAG_DESCRIPTION,QTY_DIVERSION_MAX_RATE,QTY_UNITS_DIVERSION_MAX_RATE,HYDRAULIC_CONNECTIVITY,PERMIT_OVER_CROWN_LAND_NUMBER,PRIMARY_LICENSEE_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_LINE_3,ADDRESS_LINE_4,COUNTRY,POSTAL_CODE,LATITUDE,LONGITUDE,DISTRICT_PRECINCT_NAME,OBJECTID,SE_ANNO_CAD_DATA
93861,PD38843,POD,,Inactive,0305349,,C038138,Cancelled,,,,01A,01A - Domestic ,Sheridan Creek,N,2.27305,m3/day ,T,"Total demand for purpose, one POD.",,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Cariboo / Quesnel River,138683406,
93862,,POD,,Inactive,0300879,,C038139,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08322,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Adams River,138683407,
94157,,POD,,Inactive,0038664,,C034974,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,Mcm Holdings Ltd (35033),332 LEON AVE,KELOWNA B C,,,Canada,,,,Vernon / Kelowna,138683702,
94158,,POD,,Inactive,0285070,,C034977,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Peachland,138683703,
94159,,POD,,Inactive,0285071,,C034978,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Peachland,138683704,
94160,,POD,,Inactive,0285031,,C034980,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Lumby,138683705,
94164,,POD,,Inactive,0285225,,C034671,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138683709,
94391,,POD,,Inactive,0145785,,C035769,Abandoned,,,,02I,02I - Industrial - Misc (Inactiv,,,,m3/day ,,,,m3/sec,Unknown,,"Ministry of Forests Lands and Natural Resource Operations, Forest Land Acquisitions, Tenures Branch (30380)",PO Box 9510,PO Box 9510 Stn Prov Govt, BC V8W 9C2, BC,Canada,V8W 9C2,,,Hazelton / Smithers,138683936,
94392,,POD,,Inactive,0285105,,C035770,Abandoned,,,,00A,00A - Waterworks: Local Provider ,,,,m3/year ,,,,m3/sec,Unknown,07596,North Coast Regional District (14800),,14-342 Third Avenue W,, BC V8J 1L5,Canada,V8J 1L5,,,Prince Rupert / Queen Charlotte,138683937,
94396,,POD,,Inactive,0290811,,C035778,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138683941,
94397,,POD,,Inactive,0290811,,C035779,Abandoned,,,,08A,08A - Stream Storage: Non-Power ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138683942,
94398,,POD,,Inactive,0261509,,C035780,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138683943,
94399,,POD,,Inactive,0261509,,C035781,Abandoned,,,,08A,08A - Stream Storage: Non-Power ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138683944,
94400,,POD,,Inactive,0262428,,C038870,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Prince George / Vanderhoof,138683945,
94401,,POD,,Inactive,0273259,,C038871,Cancelled,,,,08A,08A - Stream Storage: Non-Power ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Prince George / Vanderhoof,138683946,
94402,,POD,,Inactive,0305579,,C038872,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08491,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Hazelton / Burns Lake,138683947,
94407,,POD,,Inactive,0305971,,C038877,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Golden / Golden,138683952,
94410,,POD,,Inactive,0281609,,C038880,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,08495,Terra-West Investments Ltd (7996),16  1915  32ND AVE NW,CALGARY AB,,,Canada,,,,Golden / Windermere,138683955,
94411,,POD,,Inactive,0309465,,C039012,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Vernon,138683956,
94412,,POD,,Inactive,0309466,,C039013,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Vernon,138683957,
93525,,POD,,Inactive,0281971,,C035028,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Duncan,138683070,
93530,,POD,,Inactive,0285894,,C035033,Abandoned,,,,05C,05C - Mining: Processing Ore ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nicola / Lower Nicola,138683075,
93531,,POD,,Inactive,0305092,,C037952,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Cloverdale,138683076,
93532,,POD,,Inactive,0305386,,C038200,Cancelled,,,,02D,02D - Comm. Enterprise: Enterprise ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Vernon,138683077,
93535,,POD,,Inactive,0300293,,C037955,Abandoned,,,,04A,04A - Land Improve: General ,,,,Total Flow ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Cloverdale,138683080,
93863,,POD,,Inactive,0300879,,C038139,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08322,Little Shuswap Lake First Nation (28620),,1886 LITTLE SHUSWAP LAKE ROAD,, BC V0E 1M2,Canada,V0E 1M2,,,Kamloops / Adams River,138683408,
93864,,POD,,Inactive,0300879,,C038139,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08322,Indian & Northern Affairs Canada (8357),C/O MANAGER LANDS,600-1138 MELVILLE ST,VANCOUVER BC,,Canada,,,,Kamloops / Adams River,138683409,
93865,,POD,,Inactive,0305193,,C038141,Cancelled,,,,02F,"02F - Lwn, Fairway & Grdn: Watering ",,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Barriere,138683410,
93876,,POD,,Inactive,0238051,,C027119,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,Malahat Realty Ltd (12757),BOX 40,MILL BAY B C,,,Canada,,,,Victoria / Shawnigan,138683421,
93877,,POD,,Inactive,0238051,,C027120,Cancelled,,,,08A,08A - Stream Storage: Non-Power ,,,,m3/year ,,,,m3/sec,Unknown,,Malahat Realty Ltd (12757),BOX 40,MILL BAY B C,,,Canada,,,,Victoria / Shawnigan,138683422,
93879,,POD,,Inactive,0239908,,C027122,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Duncan,138683424,
93880,,POD,,Inactive,0237822,,C027132,Abandoned,,,,11C,11C - Conservation: Construct Works ,,,,Total Flow ,,,,m3/sec,Unknown,,Fisheries & Oceans Canada (14120),,200-401 Burrard Street,, BC V6C 3R2,Canada,V6C 3R2,,,Nanaimo / Coast,138683425,
93881,,POD,,Inactive,0237822,,C027132,Abandoned,,,,11C,11C - Conservation: Construct Works ,,,,Total Flow ,,,,m3/sec,Unknown,,Pacific Biological Station (11753),,3190 Hammond Bay Road,, BC V9T 6N7,Canada,V9T 6N7,,,Nanaimo / Coast,138683426,
93882,,POD,,Inactive,0237822,,C027132,Abandoned,,,,11C,11C - Conservation: Construct Works ,,,,Total Flow ,,,,m3/sec,Unknown,,Da'naxda'xw (Tanakteuk) (39985),GD,ALERT BAY BC,,,Canada,,,,Nanaimo / Coast,138683427,
94170,,POD,,Inactive,0249998,,C028225,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Nanaimo,138683715,
94171,,POD,,Inactive,0248095,,C028226,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,Chew Excavating Ltd (10806),575 GORGE ROAD EAST,VICTORIA BC,,,Canada,,,,Victoria / Victoria,138683716,
94175,,POD,,Inactive,0270031,,C032046,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,Syd's Ventures Ltd (6128),BOX 389,MONTROSE B C,,,Canada,,,,Nelson / Rossland,138683720,
94183,,POD,,Inactive,0270019,,C032064,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Nanaimo,138683728,
94185,,POD,,Inactive,0270741,,C032067,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Abbotsford,138683730,
94415,,POD,,Inactive,0309261,,C039015,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Duncan,138683960,
94416,,POD,,Inactive,0246705,,C028100,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Vernon,138683961,
94417,,POD,,Inactive,0247194,,C028101,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Vernon,138683962,
94418,,POD,,Inactive,0247194,,C028101,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Vernon,138683963,
94421,,POD,,Inactive,0244942,,C028105,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Quesnel / Cottonwood,138683966,
93546,,POD,,Inactive,0300906,,C037970,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vancouver / Texada,138683091,
93889,,POD,,Inactive,0236006,,C027151,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,G F Developments Ltd (33538),C/O R W BOND,PINTO PL RR 4,VERNON BC,,Canada,,,,Grand Forks / Cascade,138683434,
93903,PD27397,POD,,Inactive,0277822,,C045006,Abandoned,,,,01A,01A - Domestic ,Gin Spring,N,4.54609,m3/day ,M,"Maximum licensed demand for purpose,
          multiple PODs,
          quantity at each POD unknown",,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Nelson,138683448,
93905,,POD,,Inactive,0317208,,C045007,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Nelson,138683450,
94199,,POD,,Inactive,0235070,,C027887,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,05180,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Seymour,138683744,
94200,,POD,,Inactive,0235070,,C027888,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,05179,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Seymour,138683745,
94201,,POD,,Inactive,0242777,,C027891,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Seymour,138683746,
94202,,POD,,Inactive,0242777,,C027891,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Seymour,138683747,
94440,,POD,,Inactive,0200270,,C021650,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Nanaimo,138683985,
94441,,POD,,Inactive,0196818,,C021137,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Nelson,138683986,
94442,PD27790,POD,,Inactive,0265546,,C021653,Abandoned,,,,00A,00A - Waterworks: Local Provider ,Bernard Spring,N,6637.2914,m3/year ,T,"Total demand for purpose, one POD.",,m3/sec,Unknown,,Cutillo Leonard Sr Estate Of (3419),SS 1 COMP 5 SITE 12,TRAIL BC,,,Canada,,,,Nelson / Rossland,138683987,
94443,,POD,,Inactive,0198002,,C021657,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,03829,Con Rexspar Minerals & Chemicals Ltd (26624),ROYAL BANK PLAZA,SUITE 3900 BOX 40,SOUTH TOWER,TORONTO ON,Canada,,,,Kamloops / North Branch,138683988,
94452,,POD,,Inactive,0285547,,C035580,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,07542,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Golden / Donald,138683997,
94453,,POD,,Inactive,0285547,,C035580,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,07542,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Golden / Donald,138683998,
94454,,POD,,Inactive,0285545,,C035582,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,07544,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Golden / Donald,138683999,
94455,,POD,,Inactive,0290288,,C035584,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Creston,138684000,
93568,,POD,,Inactive,0197386,,C021489,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Okanagan Centre,138683113,
93569,,POD,,Inactive,0196605,,C021493,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Nanaimo,138683114,
